category,path,line,source
explicit_delay,applications/external/flip_wifi/update/update.c,392,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/app.c,44,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/app.c,51,furi_delay_ms(100);
thread_join,applications/external/flip_world/callback/free.c,161,furi_thread_join(game_thread);
thread_join,applications/external/flip_world/callback/free.c,187,furi_thread_join(waiting_thread);
explicit_delay,applications/external/flip_world/callback/game.c,125,furi_delay_ms(1000 * timer_refresh);
thread_join,applications/external/flip_world/callback/game.c,146,furi_thread_join(waiting_thread);
thread_join,applications/external/flip_world/callback/game.c,247,furi_thread_join(game_thread);
explicit_delay,applications/external/flip_world/callback/game.c,582,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/callback/game.c,682,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/callback/game.c,820,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/callback/game.c,857,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/callback/game.c,1171,furi_delay_ms(100);
timer_or_ui_cadence,applications/external/flip_world/callback/loader.c,376,"furi_timer_start(model->timer, 250);"
unbounded_wait,applications/external/flip_world/engine/game_engine.c,123,"furi_thread_flags_wait(GameThreadFlagMask, FuriFlagWaitAny, FuriWaitForever);"
explicit_delay,applications/external/flip_world/engine/game_engine.c,160,furi_delay_tick(2);
explicit_delay,applications/external/flip_world/engine/sensors/ICM42688P/ICM42688P.c,251,furi_delay_ms(1);
explicit_delay,applications/external/flip_world/engine/sensors/ICM42688P/ICM42688P.c,282,furi_delay_ms(45);
explicit_delay,applications/external/flip_world/engine/sensors/imu.c,87,furi_delay_ms(10);
explicit_delay,applications/external/flip_world/engine/sensors/imu.c,98,furi_delay_ms(2);
unbounded_wait,applications/external/flip_world/engine/sensors/imu.c,146,"uint32_t events = furi_thread_flags_wait(FLAGS_ALL, FuriFlagWaitAny, FuriWaitForever);"
thread_join,applications/external/flip_world/engine/sensors/imu.c,182,furi_thread_join(imu->thread);
unbounded_wait,applications/external/flip_world/flipper_http/flipper_http.c,31,"WorkerEvtStop | WorkerEvtRxDone, FuriFlagWaitAny, FuriWaitForever);"
thread_join,applications/external/flip_world/flipper_http/flipper_http.c,211,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/flip_world/flipper_http/flipper_http.c,234,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/flip_world/flipper_http/flipper_http.c,252,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/flip_world/flipper_http/flipper_http.c,287,furi_thread_join(fhttp->rx_thread);
timer_or_ui_cadence,applications/external/flip_world/flipper_http/flipper_http.c,751,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
explicit_delay,applications/external/flip_world/flipper_http/flipper_http.c,762,furi_delay_ms(100);
timer_or_ui_cadence,applications/external/flip_world/flipper_http/flipper_http.c,1397,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
timer_or_ui_cadence,applications/external/flip_world/flipper_http/flipper_http.c,1414,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
timer_or_ui_cadence,applications/external/flip_world/flipper_http/flipper_http.c,1431,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
timer_or_ui_cadence,applications/external/flip_world/flipper_http/flipper_http.c,1443,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
explicit_delay,applications/external/flip_world/game/enemy.c,305,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/game/enemy.c,366,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/game/enemy.c,585,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/game/game.c,238,furi_delay_ms(800);
explicit_delay,applications/external/flip_world/game/game.c,252,furi_delay_ms(tick_count);
explicit_delay,applications/external/flip_world/game/level.c,182,furi_delay_ms(200);
explicit_delay,applications/external/flip_world/game/level.c,184,furi_delay_ms(200);
explicit_delay,applications/external/flip_world/game/level.c,209,// furi_delay_ms(1000);
explicit_delay,applications/external/flip_world/game/level.c,217,// furi_delay_ms(1000);
explicit_delay,applications/external/flip_world/game/level.c,225,// furi_delay_ms(1000);
explicit_delay,applications/external/flip_world/game/player.c,271,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/game/player.c,430,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/game/player.c,464,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/game/storage.c,461,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/game/world.c,260,furi_delay_ms(100);
timer_or_ui_cadence,applications/external/flip_world/update/update.c,466,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
explicit_delay,applications/external/flip_world/update/update.c,469,furi_delay_ms(100);
explicit_delay,applications/external/flip_world/update/update.c,483,furi_delay_ms(100);
timer_or_ui_cadence,applications/external/flipbip/flipbip.c,124,view_dispatcher_set_tick_event_callback(
timer_or_ui_cadence,applications/external/flipboard_blinky/app.c,269,"furi_timer_start(fbm->timer, furi_ms_to_ticks(fbm->period_ms));"
timer_or_ui_cadence,applications/external/flipboard_blinky/app.c,276,"furi_timer_start(fbm->timer, furi_ms_to_ticks(fbm->period_ms));"
timer_or_ui_cadence,applications/external/flipboard_blinky/app.c,324,"furi_timer_start(fbm->timer, furi_ms_to_ticks(fbm->period_ms));"
explicit_delay,applications/external/flipboard_blinky/app.c,378,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_blinky/app.c,384,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_blinky/app.c,390,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_blinky/app.c,396,furi_delay_ms(100);
timer_or_ui_cadence,applications/external/flipboard_blinky/common/app_menu.c,169,"popup_set_timeout(menu->popup, 3000);"
explicit_delay,applications/external/flipboard_blinky/common/bad_usb_hid.c,17,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_blinky/common/bad_usb_hid.c,19,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_blinky/common/bad_usb_hid.c,21,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_blinky/common/bad_usb_hid.c,36,furi_delay_ms(500);
explicit_delay,applications/external/flipboard_blinky/common/bad_usb_hid.c,131,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_blinky/common/bad_usb_hid.c,153,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_blinky/common/bad_usb_hid.c,239,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_blinky/common/bad_usb_hid.c,247,furi_delay_ms(200);
thread_join,applications/external/flipboard_blinky/common/button_monitor.c,42,furi_thread_join(bm->thread);
explicit_delay,applications/external/flipboard_blinky/common/button_monitor.c,91,furi_delay_ms(DEBOUNCE_WAIT_MS);
explicit_delay,applications/external/flipboard_blinky/common/button_monitor.c,123,furi_delay_ms(1);
timer_or_ui_cadence,applications/external/flipboard_blinky/common/flipboard_model.c,235,"furi_timer_start(model->gui_refresh_timer, furi_ms_to_ticks(update_rate_ms));"
explicit_delay,applications/external/flipboard_blinky/common/flipboard_model.c,350,furi_delay_ms(100 * keystroke.count);
unbounded_wait,applications/external/flipboard_blinky/common/infrared_signal.c,160,"resources_acquire(signal->resources, ResourceIdInfrared, FuriWaitForever);"
explicit_delay,applications/external/flipboard_blinky/common/keyboard.c,43,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_blinky/common/keyboard.c,83,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_blinky/common/keyboard.c,85,furi_delay_ms(RELEASE_DELAY_MS);
explicit_delay,applications/external/flipboard_blinky/common/keyboard.c,121,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_blinky/common/keyboard.c,136,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_blinky/common/keyboard.c,150,furi_delay_ms(RELEASE_DELAY_MS);
critical_or_scheduler_lock,applications/external/flipboard_blinky/common/led_driver.c,281,FURI_CRITICAL_ENTER();
unbounded_wait,applications/external/flipboard_blinky/common/leds.c,89,"resources_acquire(leds->resources, ResourceIdLedDriver, FuriWaitForever);"
explicit_delay,applications/external/flipboard_blinky/common/leds.c,120,furi_delay_us(50);
explicit_delay,applications/external/flipboard_blinky/common/leds.c,139,furi_delay_ms(50);
thread_join,applications/external/flipboard_blinky/common/speaker.c,41,furi_thread_join(speaker->thread);
explicit_delay,applications/external/flipboard_blinky/common/speaker.c,91,furi_delay_ms(10);
explicit_delay,applications/external/flipboard_blinky/common/subghz_signal.c,40,furi_delay_ms(50);
explicit_delay,applications/external/flipboard_blinky/common/subghz_signal.c,112,furi_delay_ms(100);
unbounded_wait,applications/external/flipboard_blinky/common/subghz_signal.c,311,"resources_acquire(resources, ResourceIdSubGhzSignal, FuriWaitForever);"
explicit_delay,applications/external/flipboard_keyboard/app.c,159,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_keyboard/app.c,167,furi_delay_ms(100);
timer_or_ui_cadence,applications/external/flipboard_keyboard/common/app_menu.c,169,"popup_set_timeout(menu->popup, 3000);"
explicit_delay,applications/external/flipboard_keyboard/common/bad_usb_hid.c,17,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_keyboard/common/bad_usb_hid.c,19,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_keyboard/common/bad_usb_hid.c,21,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_keyboard/common/bad_usb_hid.c,36,furi_delay_ms(500);
explicit_delay,applications/external/flipboard_keyboard/common/bad_usb_hid.c,131,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_keyboard/common/bad_usb_hid.c,153,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_keyboard/common/bad_usb_hid.c,239,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_keyboard/common/bad_usb_hid.c,247,furi_delay_ms(200);
thread_join,applications/external/flipboard_keyboard/common/button_monitor.c,42,furi_thread_join(bm->thread);
explicit_delay,applications/external/flipboard_keyboard/common/button_monitor.c,91,furi_delay_ms(DEBOUNCE_WAIT_MS);
explicit_delay,applications/external/flipboard_keyboard/common/button_monitor.c,123,furi_delay_ms(1);
timer_or_ui_cadence,applications/external/flipboard_keyboard/common/flipboard_model.c,235,"furi_timer_start(model->gui_refresh_timer, furi_ms_to_ticks(update_rate_ms));"
explicit_delay,applications/external/flipboard_keyboard/common/flipboard_model.c,350,furi_delay_ms(100 * keystroke.count);
unbounded_wait,applications/external/flipboard_keyboard/common/infrared_signal.c,160,"resources_acquire(signal->resources, ResourceIdInfrared, FuriWaitForever);"
explicit_delay,applications/external/flipboard_keyboard/common/keyboard.c,43,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_keyboard/common/keyboard.c,83,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_keyboard/common/keyboard.c,85,furi_delay_ms(RELEASE_DELAY_MS);
explicit_delay,applications/external/flipboard_keyboard/common/keyboard.c,121,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_keyboard/common/keyboard.c,136,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_keyboard/common/keyboard.c,150,furi_delay_ms(RELEASE_DELAY_MS);
critical_or_scheduler_lock,applications/external/flipboard_keyboard/common/led_driver.c,281,FURI_CRITICAL_ENTER();
unbounded_wait,applications/external/flipboard_keyboard/common/leds.c,89,"resources_acquire(leds->resources, ResourceIdLedDriver, FuriWaitForever);"
explicit_delay,applications/external/flipboard_keyboard/common/leds.c,120,furi_delay_us(50);
explicit_delay,applications/external/flipboard_keyboard/common/leds.c,139,furi_delay_ms(50);
thread_join,applications/external/flipboard_keyboard/common/speaker.c,41,furi_thread_join(speaker->thread);
explicit_delay,applications/external/flipboard_keyboard/common/speaker.c,91,furi_delay_ms(10);
explicit_delay,applications/external/flipboard_keyboard/common/subghz_signal.c,40,furi_delay_ms(50);
explicit_delay,applications/external/flipboard_keyboard/common/subghz_signal.c,112,furi_delay_ms(100);
unbounded_wait,applications/external/flipboard_keyboard/common/subghz_signal.c,311,"resources_acquire(resources, ResourceIdSubGhzSignal, FuriWaitForever);"
explicit_delay,applications/external/flipboard_signal/app.c,188,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_signal/app.c,192,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_signal/app.c,196,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_signal/app.c,200,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_signal/app.c,204,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_signal/app.c,208,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_signal/app.c,212,furi_delay_ms(100);
timer_or_ui_cadence,applications/external/flipboard_signal/common/app_menu.c,169,"popup_set_timeout(menu->popup, 3000);"
explicit_delay,applications/external/flipboard_signal/common/bad_usb_hid.c,17,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_signal/common/bad_usb_hid.c,19,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_signal/common/bad_usb_hid.c,21,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_signal/common/bad_usb_hid.c,36,furi_delay_ms(500);
explicit_delay,applications/external/flipboard_signal/common/bad_usb_hid.c,131,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_signal/common/bad_usb_hid.c,153,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_signal/common/bad_usb_hid.c,239,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_signal/common/bad_usb_hid.c,247,furi_delay_ms(200);
thread_join,applications/external/flipboard_signal/common/button_monitor.c,42,furi_thread_join(bm->thread);
explicit_delay,applications/external/flipboard_signal/common/button_monitor.c,91,furi_delay_ms(DEBOUNCE_WAIT_MS);
explicit_delay,applications/external/flipboard_signal/common/button_monitor.c,123,furi_delay_ms(1);
timer_or_ui_cadence,applications/external/flipboard_signal/common/flipboard_model.c,235,"furi_timer_start(model->gui_refresh_timer, furi_ms_to_ticks(update_rate_ms));"
explicit_delay,applications/external/flipboard_signal/common/flipboard_model.c,350,furi_delay_ms(100 * keystroke.count);
unbounded_wait,applications/external/flipboard_signal/common/infrared_signal.c,160,"resources_acquire(signal->resources, ResourceIdInfrared, FuriWaitForever);"
explicit_delay,applications/external/flipboard_signal/common/keyboard.c,43,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_signal/common/keyboard.c,83,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_signal/common/keyboard.c,85,furi_delay_ms(RELEASE_DELAY_MS);
explicit_delay,applications/external/flipboard_signal/common/keyboard.c,121,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_signal/common/keyboard.c,136,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_signal/common/keyboard.c,150,furi_delay_ms(RELEASE_DELAY_MS);
critical_or_scheduler_lock,applications/external/flipboard_signal/common/led_driver.c,281,FURI_CRITICAL_ENTER();
unbounded_wait,applications/external/flipboard_signal/common/leds.c,89,"resources_acquire(leds->resources, ResourceIdLedDriver, FuriWaitForever);"
explicit_delay,applications/external/flipboard_signal/common/leds.c,120,furi_delay_us(50);
explicit_delay,applications/external/flipboard_signal/common/leds.c,139,furi_delay_ms(50);
thread_join,applications/external/flipboard_signal/common/speaker.c,41,furi_thread_join(speaker->thread);
explicit_delay,applications/external/flipboard_signal/common/speaker.c,91,furi_delay_ms(10);
explicit_delay,applications/external/flipboard_signal/common/subghz_signal.c,40,furi_delay_ms(50);
explicit_delay,applications/external/flipboard_signal/common/subghz_signal.c,112,furi_delay_ms(100);
unbounded_wait,applications/external/flipboard_signal/common/subghz_signal.c,311,"resources_acquire(resources, ResourceIdSubGhzSignal, FuriWaitForever);"
explicit_delay,applications/external/flipboard_simon/app.c,78,furi_delay_ms(delay_ms);
explicit_delay,applications/external/flipboard_simon/app.c,83,furi_delay_ms(delay_ms);
explicit_delay,applications/external/flipboard_simon/app.c,317,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_simon/app.c,321,furi_delay_ms(300);
explicit_delay,applications/external/flipboard_simon/app.c,326,furi_delay_ms(300);
explicit_delay,applications/external/flipboard_simon/app.c,331,furi_delay_ms(300);
explicit_delay,applications/external/flipboard_simon/app.c,336,furi_delay_ms(300);
explicit_delay,applications/external/flipboard_simon/app.c,364,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_simon/app.c,370,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_simon/app.c,398,furi_delay_ms(50);
explicit_delay,applications/external/flipboard_simon/app.c,403,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_simon/app.c,425,furi_delay_ms(SIMON_TEACH_DELAY_MS);
explicit_delay,applications/external/flipboard_simon/app.c,443,furi_delay_ms(SIMON_TEACH_DELAY_MS);
timer_or_ui_cadence,applications/external/flipboard_simon/common/app_menu.c,169,"popup_set_timeout(menu->popup, 3000);"
explicit_delay,applications/external/flipboard_simon/common/bad_usb_hid.c,17,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_simon/common/bad_usb_hid.c,19,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_simon/common/bad_usb_hid.c,21,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_simon/common/bad_usb_hid.c,36,furi_delay_ms(500);
explicit_delay,applications/external/flipboard_simon/common/bad_usb_hid.c,131,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_simon/common/bad_usb_hid.c,153,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_simon/common/bad_usb_hid.c,239,furi_delay_ms(200);
explicit_delay,applications/external/flipboard_simon/common/bad_usb_hid.c,247,furi_delay_ms(200);
thread_join,applications/external/flipboard_simon/common/button_monitor.c,42,furi_thread_join(bm->thread);
explicit_delay,applications/external/flipboard_simon/common/button_monitor.c,91,furi_delay_ms(DEBOUNCE_WAIT_MS);
explicit_delay,applications/external/flipboard_simon/common/button_monitor.c,123,furi_delay_ms(1);
timer_or_ui_cadence,applications/external/flipboard_simon/common/flipboard_model.c,235,"furi_timer_start(model->gui_refresh_timer, furi_ms_to_ticks(update_rate_ms));"
explicit_delay,applications/external/flipboard_simon/common/flipboard_model.c,350,furi_delay_ms(100 * keystroke.count);
unbounded_wait,applications/external/flipboard_simon/common/infrared_signal.c,160,"resources_acquire(signal->resources, ResourceIdInfrared, FuriWaitForever);"
explicit_delay,applications/external/flipboard_simon/common/keyboard.c,43,furi_delay_ms(100);
explicit_delay,applications/external/flipboard_simon/common/keyboard.c,83,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_simon/common/keyboard.c,85,furi_delay_ms(RELEASE_DELAY_MS);
explicit_delay,applications/external/flipboard_simon/common/keyboard.c,121,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_simon/common/keyboard.c,136,furi_delay_ms(PRESS_DELAY_MS);
explicit_delay,applications/external/flipboard_simon/common/keyboard.c,150,furi_delay_ms(RELEASE_DELAY_MS);
critical_or_scheduler_lock,applications/external/flipboard_simon/common/led_driver.c,281,FURI_CRITICAL_ENTER();
unbounded_wait,applications/external/flipboard_simon/common/leds.c,89,"resources_acquire(leds->resources, ResourceIdLedDriver, FuriWaitForever);"
explicit_delay,applications/external/flipboard_simon/common/leds.c,120,furi_delay_us(50);
explicit_delay,applications/external/flipboard_simon/common/leds.c,139,furi_delay_ms(50);
thread_join,applications/external/flipboard_simon/common/speaker.c,41,furi_thread_join(speaker->thread);
explicit_delay,applications/external/flipboard_simon/common/speaker.c,91,furi_delay_ms(10);
explicit_delay,applications/external/flipboard_simon/common/subghz_signal.c,40,furi_delay_ms(50);
explicit_delay,applications/external/flipboard_simon/common/subghz_signal.c,112,furi_delay_ms(100);
unbounded_wait,applications/external/flipboard_simon/common/subghz_signal.c,311,"resources_acquire(resources, ResourceIdSubGhzSignal, FuriWaitForever);"
timer_or_ui_cadence,applications/external/flipper_blackhat/blackhat_app.c,50,view_dispatcher_set_tick_event_callback(
explicit_delay,applications/external/flipper_blackhat/blackhat_app.c,172,furi_delay_ms(10);
explicit_delay,applications/external/flipper_blackhat/blackhat_app.c,174,furi_delay_ms(200);
unbounded_wait,applications/external/flipper_blackhat/blackhat_uart.c,50,"WORKER_ALL_RX_EVENTS, FuriFlagWaitAny, FuriWaitForever"
thread_join,applications/external/flipper_blackhat/blackhat_uart.c,112,furi_thread_join(uart->rx_thread);
explicit_delay,applications/external/flipper_blackhat/scenes/blackhat_scene_rename.c,33,furi_delay_ms(500);
explicit_delay,applications/external/flipper_share/flipper_share.c,462,furi_delay_ms(FS_SUBGHZ_RETRY_DELAY_MS);
explicit_delay,applications/external/flipper_share/flipper_share.c,884,furi_delay_ms(wait_before_request);
explicit_delay,applications/external/flipper_share/flipper_share.c,886,"furi_delay_ms((uint8_t)((furi_get_tick() % 30))); // Random jitter, ms"
explicit_delay,applications/external/flipper_share/scenes/flipper_share_scene_receive.c,59,furi_delay_ms(FS_IDLE_OPERATION);
thread_join,applications/external/flipper_share/scenes/flipper_share_scene_receive.c,145,furi_thread_join(state->worker_thread);
timer_or_ui_cadence,applications/external/flipper_share/scenes/flipper_share_scene_receive.c,212,"furi_timer_start(app->timer, 250);"
thread_join,applications/external/flipper_share/scenes/flipper_share_scene_receive.c,313,furi_thread_join(state->worker_thread);
thread_join,applications/external/flipper_share/scenes/flipper_share_scene_receive.c,350,furi_thread_join(state->worker_thread);
explicit_delay,applications/external/flipper_share/scenes/flipper_share_scene_send.c,51,furi_delay_ms(FS_IDLE_OPERATION);
timer_or_ui_cadence,applications/external/flipper_share/scenes/flipper_share_scene_send.c,91,"furi_timer_start(app->timer, 250);"
thread_join,applications/external/flipper_share/scenes/flipper_share_scene_send.c,166,furi_thread_join(state->worker_thread);
thread_join,applications/external/flipper_share/scenes/flipper_share_scene_send.c,197,furi_thread_join(state->worker_thread);
thread_join,applications/external/flipper_share/subghz_share.c,107,// furi_thread_join(subghz_chat->thread); // optional
timer_or_ui_cadence,applications/external/flipper_wedge/flipper_wedge.c,56,view_dispatcher_set_tick_event_callback(
explicit_delay,applications/external/flipper_wedge/flipper_wedge.c,179,furi_delay_ms(300);
unbounded_wait,applications/external/flipper_wedge/helpers/flipper_wedge_debug.c,64,"furi_mutex_acquire(debug_mutex, FuriWaitForever);"
unbounded_wait,applications/external/flipper_wedge/helpers/flipper_wedge_debug.c,96,"furi_mutex_acquire(debug_mutex, FuriWaitForever);"
unbounded_wait,applications/external/flipper_wedge/helpers/flipper_wedge_debug.c,136,"furi_mutex_acquire(debug_mutex, FuriWaitForever);"
explicit_delay,applications/external/flipper_wedge/helpers/flipper_wedge_hid.c,146,furi_delay_ms(200);
explicit_delay,applications/external/flipper_wedge/helpers/flipper_wedge_hid.c,200,furi_delay_ms(200);  // CRITICAL delay for NVM sync
explicit_delay,applications/external/flipper_wedge/helpers/flipper_wedge_hid.c,207,furi_delay_ms(200);
explicit_delay,applications/external/flipper_wedge/helpers/flipper_wedge_hid.c,275,furi_delay_ms(HID_TYPE_DELAY_MS);
unbounded_wait,applications/external/flipper_wedge/helpers/flipper_wedge_hid_worker.c,37,FuriWaitForever);
explicit_delay,applications/external/flipper_wedge/helpers/flipper_wedge_hid_worker.c,98,furi_delay_ms(100);
thread_join,applications/external/flipper_wedge/helpers/flipper_wedge_hid_worker.c,119,furi_thread_join(worker->thread);
unbounded_wait,applications/external/flipper_wedge/helpers/flipper_wedge_log.c,64,"furi_mutex_acquire(log_mutex, FuriWaitForever);"
unbounded_wait,applications/external/flipper_wedge/helpers/flipper_wedge_log.c,117,"furi_mutex_acquire(log_mutex, FuriWaitForever);"
explicit_delay,applications/external/flipper_wedge/helpers/flipper_wedge_nfc.c,358,furi_delay_ms(NDEF_T4_RETRY_DELAY_MS);
timer_or_ui_cadence,applications/external/flipper_wedge/scenes/flipper_wedge_scene_startscreen.c,55,"furi_timer_start(app->display_timer, furi_ms_to_ticks(300));"
timer_or_ui_cadence,applications/external/flipper_wedge/scenes/flipper_wedge_scene_startscreen.c,61,"furi_timer_start(app->display_timer, furi_ms_to_ticks(200));"
timer_or_ui_cadence,applications/external/flipper_wedge/scenes/flipper_wedge_scene_startscreen.c,68,"furi_timer_start(app->display_timer, furi_ms_to_ticks(300));"
explicit_delay,applications/external/flipper_wedge/scenes/flipper_wedge_scene_startscreen.c,236,furi_delay_ms(50);
timer_or_ui_cadence,applications/external/flipper_wedge/scenes/flipper_wedge_scene_startscreen.c,275,"furi_timer_start(app->display_timer, furi_ms_to_ticks(200));"
timer_or_ui_cadence,applications/external/flipper_wedge/scenes/flipper_wedge_scene_startscreen.c,443,"furi_timer_start(app->display_timer, furi_ms_to_ticks(500));"
timer_or_ui_cadence,applications/external/flipper_wedge/scenes/flipper_wedge_scene_startscreen.c,463,"furi_timer_start(app->timeout_timer, furi_ms_to_ticks(5000));"
timer_or_ui_cadence,applications/external/flipper_wedge/scenes/flipper_wedge_scene_startscreen.c,501,"furi_timer_start(app->timeout_timer, furi_ms_to_ticks(5000));"
timer_or_ui_cadence,applications/external/flizzer_tracker/init_deinit.c,24,view_dispatcher_set_tick_event_callback(
unbounded_wait,applications/external/flizzer_tracker/input_event.c,133,"furi_message_queue_put(tracker->event_queue, &event, FuriWaitForever);"
unbounded_wait,applications/external/fm_transmitter/radio.c,251,"furi_message_queue_put(app->event_queue, input_event, FuriWaitForever);"
unbounded_wait,applications/external/fm_transmitter/radio.c,282,"FuriStatus status = furi_message_queue_get(app->event_queue, &event, FuriWaitForever);"
unbounded_wait,applications/external/fm_transmitter/radio.c,287,"if(furi_mutex_acquire(app->state_mutex, FuriWaitForever) == FuriStatusOk) {"
unbounded_wait,applications/external/fm_transmitter/radio.c,304,"if(furi_mutex_acquire(app->state_mutex, FuriWaitForever) != FuriStatusOk) {"
unbounded_wait,applications/external/fm_transmitter/radio.c,369,"if(furi_mutex_acquire(app->state_mutex, FuriWaitForever) == FuriStatusOk) {"
explicit_delay,applications/external/fm_transmitter/radio.c,381,furi_delay_ms(5);  // let it settle after wakeup
unbounded_wait,applications/external/fm_transmitter/radio.c,385,"if(furi_mutex_acquire(app->state_mutex, FuriWaitForever) == FuriStatusOk) {"
timer_or_ui_cadence,applications/external/fmatrix/fmatrix.c,465,"furi_timer_start(app->timer, 50);"
explicit_delay,applications/external/fmatrix/fmatrix.c,468,furi_delay_ms(10);
timer_or_ui_cadence,applications/external/free_roam/app.cpp,151,"furi_timer_start(timer, 100); // Update every 100ms"
explicit_delay,applications/external/free_roam/app.cpp,213,furi_delay_ms(100);
explicit_delay,applications/external/free_roam/app.cpp,219,furi_delay_ms(100);
unbounded_wait,applications/external/free_roam/flipper_http/flipper_http.c,31,"WorkerEvtStop | WorkerEvtRxDone, FuriFlagWaitAny, FuriWaitForever);"
thread_join,applications/external/free_roam/flipper_http/flipper_http.c,207,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/free_roam/flipper_http/flipper_http.c,220,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/free_roam/flipper_http/flipper_http.c,255,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/free_roam/flipper_http/flipper_http.c,276,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/free_roam/flipper_http/flipper_http.c,320,furi_thread_join(fhttp->rx_thread);
timer_or_ui_cadence,applications/external/free_roam/flipper_http/flipper_http.c,753,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
explicit_delay,applications/external/free_roam/flipper_http/flipper_http.c,764,furi_delay_ms(100);
timer_or_ui_cadence,applications/external/free_roam/flipper_http/flipper_http.c,1397,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
