category,path,line,source
explicit_delay,applications/external/uhf_rfid/uhf_module.c,206,// furi_delay_ms(DELAY_MS);
unbounded_wait,applications/external/uhf_rfid/uhf_uart.c,12,"//             UHFUartWorkerWaitingDataFlag | UHFUartWorkerExitingFlag, FuriFlagWaitAny, FuriWaitForever"
thread_join,applications/external/uhf_rfid/uhf_uart.c,78,// furi_thread_join(uart->thread);
thread_join,applications/external/uhf_rfid/uhf_worker.c,140,furi_thread_join(uhf_worker->thread);
explicit_delay,applications/external/ulc_brute/nfc_hardware.h,68,furi_delay_us(10000);  // 10ms delay ensures stable field before operations
explicit_delay,applications/external/ulc_brute/nfc_hardware.h,92,furi_delay_ms(1);  // 1ms delay ensures field is fully down
explicit_delay,applications/external/ulc_brute/nfc_protocol.h,100,furi_delay_us(1);
explicit_delay,applications/external/ulc_brute/nfc_protocol.h,170,furi_delay_us(1);
explicit_delay,applications/external/ulc_brute/nfc_protocol.h,285,furi_delay_us(1); // Reduced delay for faster polling
explicit_delay,applications/external/ulc_brute/nfc_protocol.h,300,furi_delay_us(1); // Reduced delay for faster polling
explicit_delay,applications/external/ulc_brute/nfc_protocol.h,359,furi_delay_us(1);
explicit_delay,applications/external/ulc_brute/nfc_protocol.h,385,furi_delay_us(1);
explicit_delay,applications/external/ulc_brute/nfc_protocol.h,507,furi_delay_us(1);
unbounded_wait,applications/external/ulc_brute/ulc_brute.c,149,"furi_message_queue_put(app->event_queue, &event, FuriWaitForever);"
thread_join,applications/external/ulc_brute/ulc_brute.c,275,furi_thread_join(app->bruteforce_thread);
explicit_delay,applications/external/ulc_relay/ulcrelay.c,123,furi_delay_ms(1);
explicit_delay,applications/external/ulc_relay/ulcrelay.c,166,furi_delay_ms(1);
explicit_delay,applications/external/ulc_relay/ulcrelay.c,172,furi_delay_ms(10);
explicit_delay,applications/external/ulc_relay/ulcrelay.c,182,furi_delay_ms(1);
explicit_delay,applications/external/ulc_relay/ulcrelay.c,234,furi_delay_ms(5);
explicit_delay,applications/external/ulc_relay/ulcrelay.c,236,furi_delay_ms(10);
unbounded_wait,applications/external/ulc_relay/ulcrelay.c,313,"furi_message_queue_put(app->event_queue, &event, FuriWaitForever);"
unbounded_wait,applications/external/ulc_relay/ulcrelay.c,321,"furi_mutex_acquire(app->subghz_mutex, FuriWaitForever);"
explicit_delay,applications/external/ulc_relay/ulcrelay.c,458,furi_delay_ms(20);
explicit_delay,applications/external/ulc_relay/ulcrelay.c,501,//furi_delay_ms(20000);
explicit_delay,applications/external/ulc_relay/ulcrelay.c,508,furi_delay_ms(20);
unbounded_wait,applications/external/ulc_relay/ulcrelay.c,704,"furi_message_queue_put(app->event_queue, &event, FuriWaitForever);"
explicit_delay,applications/external/ulc_relay/ulcrelay.c,1000,furi_delay_ms(50);
explicit_delay,applications/external/ulcfkey/ulcfkey.c,135,furi_delay_ms(1);
explicit_delay,applications/external/ulcfkey/ulcfkey.c,178,furi_delay_ms(1);
explicit_delay,applications/external/ulcfkey/ulcfkey.c,184,furi_delay_ms(10);
explicit_delay,applications/external/ulcfkey/ulcfkey.c,194,furi_delay_ms(1);
explicit_delay,applications/external/ulcfkey/ulcfkey.c,252,furi_delay_ms(2);
explicit_delay,applications/external/ulcfkey/ulcfkey.c,295,furi_delay_ms(3);
explicit_delay,applications/external/ulcfkey/ulcfkey.c,334,furi_delay_us(delay_us);
explicit_delay,applications/external/ulcfkey/ulcfkey.c,341,furi_delay_ms(1);
unbounded_wait,applications/external/ulcfkey/ulcfkey.c,833,"furi_message_queue_put(app->event_queue, &event, FuriWaitForever);"
explicit_delay,applications/external/umpire_indicator/umpire_indicator.c,187,furi_delay_ms(100);
explicit_delay,applications/external/unitemp/interfaces/onewire_sensor.c,75,furi_delay_ms(100);
explicit_delay,applications/external/unitemp/interfaces/singlewire_sensor.c,127,furi_delay_ms(19);
critical_or_scheduler_lock,applications/external/unitemp/interfaces/singlewire_sensor.c,129,FURI_CRITICAL_ENTER();
timer_or_ui_cadence,applications/external/unitemp/scenes/unitemp_scene_delete_success.c,16,"popup_set_timeout(popup, 1500);"
thread_join,applications/external/unitemp/scenes/unitemp_scene_monitor.c,89,furi_thread_join(app->reader_thread);
critical_or_scheduler_lock,applications/external/unitemp/scenes/unitemp_scene_sensor_edit.c,37,FURI_CRITICAL_ENTER();
explicit_delay,applications/external/unitemp/sensors/AM2320.c,99,furi_delay_ms(1);
explicit_delay,applications/external/unitemp/sensors/AM2320.c,103,furi_delay_ms(2);
explicit_delay,applications/external/unitemp/sensors/BMP180.c,76,furi_delay_ms(100);
explicit_delay,applications/external/unitemp/sensors/BMP180.c,133,furi_delay_ms(5);
explicit_delay,applications/external/unitemp/sensors/BMP180.c,145,furi_delay_ms(26);
explicit_delay,applications/external/unitemp/sensors/DHTxx.c,116,furi_delay_ms(5);
explicit_delay,applications/external/unitemp/sensors/DHTxx.c,120,furi_delay_ms(10);
explicit_delay,applications/external/unitemp/sensors/DHTxx.c,147,furi_delay_ms(10);
explicit_delay,applications/external/unitemp/sensors/DHTxx.c,151,furi_delay_ms(10);
explicit_delay,applications/external/unitemp/sensors/DHTxx.c,170,furi_delay_ms(10);
explicit_delay,applications/external/unitemp/sensors/DHTxx.c,174,furi_delay_ms(80);
explicit_delay,applications/external/unitemp/sensors/DS18x2x.c,100,furi_delay_ms(1);
critical_or_scheduler_lock,applications/external/unitemp/sensors/DS18x2x.c,104,FURI_CRITICAL_ENTER();
critical_or_scheduler_lock,applications/external/unitemp/sensors/DS18x2x.c,139,FURI_CRITICAL_ENTER();
explicit_delay,applications/external/unitemp/sensors/HDC1080.c,82,furi_delay_ms(10);
explicit_delay,applications/external/unitemp/sensors/HDC1080.c,89,furi_delay_ms(10);
explicit_delay,applications/external/unitemp/sensors/SCD30.c,96,furi_delay_ms(50);
explicit_delay,applications/external/unitemp/sensors/SCD30.c,101,furi_delay_ms(SCD30_I2C_CMD_TIMEOUT);
explicit_delay,applications/external/unitemp/sensors/SCD30.c,103,furi_delay_ms(SCD30_I2C_CMD_TIMEOUT);
explicit_delay,applications/external/unitemp/sensors/SCD30.c,105,furi_delay_ms(SCD30_I2C_CMD_TIMEOUT);
explicit_delay,applications/external/unitemp/sensors/SCD30.c,142,furi_delay_ms(SCD30_I2C_CMD_TIMEOUT);
explicit_delay,applications/external/unitemp/sensors/SCD30.c,204,furi_delay_ms(SCD30_I2C_CMD_TIMEOUT);
explicit_delay,applications/external/unitemp/sensors/SCD30.c,236,furi_delay_ms(SCD30_I2C_CMD_TIMEOUT);
explicit_delay,applications/external/unitemp/sensors/SCD4x.c,145,furi_delay_ms(1); //Mandatory delay during command execution by the sensor
explicit_delay,applications/external/unitemp/sensors/SCD4x.c,166,if(result) furi_delay_ms(500);
explicit_delay,applications/external/unitemp/sensors/SCD4x.c,174,furi_delay_ms(1);
explicit_delay,applications/external/unitemp/sensors/SCD4x.c,190,furi_delay_ms(1);
explicit_delay,applications/external/unitemp/sensors/SHT3x.c,84,furi_delay_ms(1);
explicit_delay,applications/external/unitemp/sensors/SHT3x.c,161,furi_delay_ms(10);
explicit_delay,applications/external/unitemp/sensors/SHT4x.c,59,furi_delay_ms(2);
explicit_delay,applications/external/unitemp/sensors/SHT4x.c,107,furi_delay_ms(1);
explicit_delay,applications/external/unitemp/sensors/SHT4x.c,121,furi_delay_ms(9);
explicit_delay,applications/external/unitemp/sensors/SHTC3.c,87,furi_delay_ms(13); //meauserement timeout
explicit_delay,applications/external/unitemp/sensors/SHTC3.c,111,furi_delay_us(240); //reset time
explicit_delay,applications/external/unitemp/sensors/SHTC3.c,126,furi_delay_us(240); //wakeup time
priority_change,applications/external/unitemp/unitemp.c,167,"furi_thread_set_priority(app->reader_thread, FuriThreadPriorityHigh);"
timer_or_ui_cadence,applications/external/unitemp/unitemp.c,182,view_dispatcher_set_tick_event_callback(
explicit_delay,applications/external/usb_consumer_control/views/usb_ccb_start.c,564,furi_delay_us(autofire_delay * 500);
explicit_delay,applications/external/usb_consumer_control/views/usb_ccb_start.c,566,furi_delay_us(2000); // Hold the key pressed for a short amount of time
explicit_delay,applications/external/usb_consumer_control/views/usb_ccb_start.c,570,furi_delay_us(autofire_delay * 500);
unbounded_wait,applications/external/usb_midi/usb/usb_midi_driver.c,332,"furi_check(furi_semaphore_acquire(midi_usb.semaphore_tx, FuriWaitForever) == FuriStatusOk);"
unbounded_wait,applications/external/usb_midi/usb_midi.c,41,"furi_message_queue_put(app->events, &event, FuriWaitForever);"
unbounded_wait,applications/external/usb_midi/usb_midi.c,65,"furi_message_queue_put(app->events, &event, FuriWaitForever);"
unbounded_wait,applications/external/usb_midi/usb_midi.c,113,"furi_message_queue_put(app->events, &event, FuriWaitForever);"
unbounded_wait,applications/external/usb_midi/usb_midi.c,165,"furi_check(furi_message_queue_get(app->events, &event, FuriWaitForever) == FuriStatusOk);"
thread_join,applications/external/usb_midi/usb_midi.c,176,furi_thread_join(app->reader);
explicit_delay,applications/external/uv_meter_as7331/AS7331.cpp,492,furi_delay_ms(static_cast<uint32_t>(TCONV * 1000) + 1); // Add 1 ms to ensure completion
unbounded_wait,applications/external/uv_meter_as7331/scenes/uv_meter_scene_data.cpp,71,"furi_mutex_acquire(app->app_state->as7331_mutex, FuriWaitForever);"
unbounded_wait,applications/external/uv_meter_as7331/scenes/uv_meter_scene_wiring.cpp,35,"furi_mutex_acquire(app->app_state->as7331_mutex, FuriWaitForever);"
timer_or_ui_cadence,applications/external/uv_meter_as7331/uv_meter_app.cpp,46,view_dispatcher_set_tick_event_callback(
unbounded_wait,applications/external/uv_meter_as7331/views/uv_meter_data.cpp,414,"furi_mutex_acquire(instance->sensor_mutex, FuriWaitForever);"
unbounded_wait,applications/external/uv_meter_as7331/views/uv_meter_data.cpp,586,"furi_mutex_acquire(instance->sensor_mutex, FuriWaitForever);"
explicit_delay,applications/external/vgm_air_mouse/air_mouse_app.c,107,furi_delay_ms(200);
explicit_delay,applications/external/vgm_air_mouse/air_mouse_app.c,115,furi_delay_ms(200);
explicit_delay,applications/external/vgm_air_mouse/air_mouse_app.c,134,furi_delay_ms(200);
explicit_delay,applications/external/vgm_air_mouse/air_mouse_app.c,153,furi_delay_ms(200);
explicit_delay,applications/external/vgm_air_mouse/imu_mouse.c,98,furi_delay_ms(10);
explicit_delay,applications/external/vgm_air_mouse/imu_mouse.c,109,furi_delay_ms(2);
unbounded_wait,applications/external/vgm_air_mouse/imu_mouse.c,170,"uint32_t events = furi_thread_flags_wait(FLAGS_ALL, FuriFlagWaitAny, FuriWaitForever);"
thread_join,applications/external/vgm_air_mouse/imu_mouse.c,291,furi_thread_join(imu->thread);
explicit_delay,applications/external/vgm_air_mouse/sensors/ICM42688P.c,251,furi_delay_ms(1);
explicit_delay,applications/external/vgm_air_mouse/sensors/ICM42688P.c,282,furi_delay_ms(45);
timer_or_ui_cadence,applications/external/video_game_module_tool/app.c,49,"view_dispatcher_set_tick_event_callback(app->view_dispatcher, tick_event_callback, 500);"
explicit_delay,applications/external/video_game_module_tool/flasher/board.c,20,furi_delay_ms(5);
explicit_delay,applications/external/video_game_module_tool/flasher/board.c,22,furi_delay_ms(5);
explicit_delay,applications/external/video_game_module_tool/flasher/flasher.c,112,furi_delay_ms(10);
explicit_delay,applications/external/video_game_module_tool/flasher/rp2040.c,320,furi_delay_us(50);
explicit_delay,applications/external/video_game_module_tool/flasher/target.c,102,furi_delay_us(10000);
unbounded_wait,applications/external/video_player/video_player.c,29,"furi_message_queue_put(player->event_queue, &event, FuriWaitForever);"
unbounded_wait,applications/external/video_player/video_player.c,43,"furi_message_queue_put(player->event_queue, &event, FuriWaitForever);"
unbounded_wait,applications/external/video_player/video_player.c,221,"furi_message_queue_get(player->event_queue, &event, FuriWaitForever) =="
unbounded_wait,applications/external/videopoker/poker.c,570,"furi_check(furi_mutex_acquire(poker_player->model_mutex, FuriWaitForever) == FuriStatusOk);"
unbounded_wait,applications/external/videopoker/poker.c,673,"furi_message_queue_put(poker_player->event_queue, input, FuriWaitForever);"
unbounded_wait,applications/external/videopoker/poker.c,719,"furi_check(furi_mutex_acquire(poker_player->model_mutex, FuriWaitForever) == FuriStatusOk);"
unbounded_wait,applications/external/wardriver/wardriver.c,120,"furi_message_queue_put(queue, &event, FuriWaitForever);"
explicit_delay,applications/external/wardriver/wardriver.c,244,furi_delay_ms(10);
explicit_delay,applications/external/wardriver/wardriver.c,246,furi_delay_ms(200);
timer_or_ui_cadence,applications/external/wardriver/wardriver.c,267,"furi_timer_start(timer, 100);"
unbounded_wait,applications/external/wardriver/wardriver.c,273,"if(furi_message_queue_get(ctx->queue, &event, FuriWaitForever) == FuriStatusOk) {"
unbounded_wait,applications/external/wardriver/wardriver.c,274,"furi_mutex_acquire(ctx->mutex, FuriWaitForever);"
unbounded_wait,applications/external/wardriver/wardriver_uart.c,218,"furi_thread_flags_wait(WORKER_ALL_RX_EVENTS, FuriFlagWaitAny, FuriWaitForever);"
unbounded_wait,applications/external/wardriver/wardriver_uart.c,342,"furi_thread_flags_wait(WORKER_ALL_RX_EVENTS, FuriFlagWaitAny, FuriWaitForever);"
thread_join,applications/external/wardriver/wardriver_uart.c,457,furi_thread_join(ctx->thread_esp);
thread_join,applications/external/wardriver/wardriver_uart.c,463,furi_thread_join(ctx->thread_gps);
unbounded_wait,applications/external/wav_player/wav_player.c,394,"if(furi_message_queue_get(app->queue, &event, FuriWaitForever) == FuriStatusOk) {"
explicit_delay,applications/external/weather_station/helpers/radio_device_loader.c,11,furi_delay_ms(10);
timer_or_ui_cadence,applications/external/weather_station/views/weather_station_receiver.c,92,"furi_timer_start(ws_receiver->timer, 1000);"
timer_or_ui_cadence,applications/external/weather_station/views/weather_station_receiver.c,301,"furi_timer_start(ws_receiver->timer, 1000);"
timer_or_ui_cadence,applications/external/weather_station/views/weather_station_receiver.c,314,"furi_timer_start(ws_receiver->timer, 650);"
timer_or_ui_cadence,applications/external/weather_station/views/weather_station_receiver_info.c,164,"furi_timer_start(ws_receiver_info->timer, 1000);"
timer_or_ui_cadence,applications/external/weather_station/weather_station_app.c,41,view_dispatcher_set_tick_event_callback(
explicit_delay,applications/external/web_crawler/app.c,39,furi_delay_ms(100); // this causes a BusFault
explicit_delay,applications/external/web_crawler/callback/web_crawler_callback.c,1244,furi_delay_ms(100);
explicit_delay,applications/external/web_crawler/callback/web_crawler_callback.c,1286,furi_delay_ms(100);
timer_or_ui_cadence,applications/external/web_crawler/callback/web_crawler_callback.c,1762,"furi_timer_start(model->timer, 250);"
unbounded_wait,applications/external/web_crawler/flipper_http/flipper_http.c,269,"WorkerEvtStop | WorkerEvtRxDone, FuriFlagWaitAny, FuriWaitForever);"
thread_join,applications/external/web_crawler/flipper_http/flipper_http.c,440,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/web_crawler/flipper_http/flipper_http.c,453,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/web_crawler/flipper_http/flipper_http.c,488,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/web_crawler/flipper_http/flipper_http.c,509,furi_thread_join(fhttp->rx_thread);
thread_join,applications/external/web_crawler/flipper_http/flipper_http.c,553,furi_thread_join(fhttp->rx_thread);
timer_or_ui_cadence,applications/external/web_crawler/flipper_http/flipper_http.c,1647,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
timer_or_ui_cadence,applications/external/web_crawler/flipper_http/flipper_http.c,1659,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
timer_or_ui_cadence,applications/external/web_crawler/flipper_http/flipper_http.c,1671,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
timer_or_ui_cadence,applications/external/web_crawler/flipper_http/flipper_http.c,1679,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
timer_or_ui_cadence,applications/external/web_crawler/flipper_http/flipper_http.c,1735,"furi_timer_start(fhttp->get_timeout_timer, TIMEOUT_DURATION_TICKS);"
explicit_delay,applications/external/web_crawler/flipper_http/flipper_http.c,1746,furi_delay_ms(100);
timer_or_ui_cadence,applications/external/weebo/scenes/weebo_scene_save_success.c,17,"popup_set_timeout(popup, 1500);"
timer_or_ui_cadence,applications/external/weebo/weebo.c,332,view_dispatcher_set_tick_event_callback(
timer_or_ui_cadence,applications/external/wifi_deauther/wifi_deauther_app.c,40,view_dispatcher_set_tick_event_callback(
explicit_delay,applications/external/wifi_deauther/wifi_deauther_app.c,104,furi_delay_ms(10);
explicit_delay,applications/external/wifi_deauther/wifi_deauther_app.c,106,furi_delay_ms(600);
unbounded_wait,applications/external/wifi_deauther/wifi_deauther_uart.c,50,"furi_thread_flags_wait(WORKER_ALL_RX_EVENTS, FuriFlagWaitAny, FuriWaitForever);"
thread_join,applications/external/wifi_deauther/wifi_deauther_uart.c,99,furi_thread_join(uart->rx_thread);
explicit_delay,applications/external/wifi_marauder_companion/scenes/wifi_marauder_scene_console_output.c,234,furi_delay_ms(50);
explicit_delay,applications/external/wifi_marauder_companion/script/wifi_marauder_script_executor.c,6,furi_delay_ms(1000);
thread_join,applications/external/wifi_marauder_companion/script/wifi_marauder_script_worker.c,71,furi_thread_join(worker->worker_thread);
timer_or_ui_cadence,applications/external/wifi_marauder_companion/wifi_marauder_app.c,45,view_dispatcher_set_tick_event_callback(
explicit_delay,applications/external/wifi_marauder_companion/wifi_marauder_app.c,190,furi_delay_ms(10);
explicit_delay,applications/external/wifi_marauder_companion/wifi_marauder_app.c,192,furi_delay_ms(200);
unbounded_wait,applications/external/wifi_marauder_companion/wifi_marauder_uart.c,113,"furi_thread_flags_wait(WORKER_ALL_RX_EVENTS, FuriFlagWaitAny, FuriWaitForever);"
thread_join,applications/external/wifi_marauder_companion/wifi_marauder_uart.c,176,furi_thread_join(uart->rx_thread);
unbounded_wait,applications/external/wifi_scanner/wifi_scanner.c,399,"furi_mutex_acquire(app->mutex, FuriWaitForever);"
unbounded_wait,applications/external/wifi_scanner/wifi_scanner.c,645,"furi_message_queue_put(event_queue, &event, FuriWaitForever);"
unbounded_wait,applications/external/wifi_scanner/wifi_scanner.c,668,"furi_mutex_acquire(app->mutex, FuriWaitForever);"
unbounded_wait,applications/external/wifi_scanner/wifi_scanner.c,679,"WorkerEventStop | WorkerEventRx, FuriFlagWaitAny, FuriWaitForever);"
unbounded_wait,applications/external/wifi_scanner/wifi_scanner.c,736,"furi_mutex_acquire(app->mutex, FuriWaitForever);"
timer_or_ui_cadence,applications/external/wifi_scanner/wifi_scanner.c,851,"// furi_timer_start(timer, furi_kernel_get_tick_frequency());"
explicit_delay,applications/external/wifi_scanner/wifi_scanner.c,873,furi_delay_ms(10);
explicit_delay,applications/external/wifi_scanner/wifi_scanner.c,875,furi_delay_ms(200);
unbounded_wait,applications/external/wifi_scanner/wifi_scanner.c,927,"furi_mutex_acquire(app->mutex, FuriWaitForever);"
explicit_delay,applications/external/wifi_scanner/wifi_scanner.c,939,furi_delay_ms(10);
thread_join,applications/external/wifi_scanner/wifi_scanner.c,1038,furi_thread_join(app->m_worker_thread);
explicit_delay,applications/external/wiiec/i2c_workaround.h,125,furi_delay_us(us);
unbounded_wait,applications/external/wiiec/wii_anal.c,71,"furi_message_queue_put(queue, &message, FuriWaitForever);"
timer_or_ui_cadence,applications/external/wiiec/wii_anal.c,277,"if(furi_timer_start(state->timer, state->timerHz / state->fps) == FuriStatusOk) {"
unbounded_wait,applications/external/wiiec/wii_anal.c,441,"if(furi_mutex_acquire(state->mutex, FuriWaitForever) != FuriStatusOk) {"
explicit_delay,applications/external/wiiec/wii_ec_udraw.c,43,furi_delay_ms(100);
explicit_delay,applications/external/wiiec/wii_ec_udraw.c,47,furi_delay_ms(100);
explicit_delay,applications/external/wiiec/wii_ec_udraw.c,50,furi_delay_ms(100);
explicit_delay,applications/external/wiiec/wii_ec_udraw.c,53,furi_delay_ms(100);
explicit_delay,applications/external/wiiec/wii_ec_udraw.c,60,furi_delay_ms(100);
explicit_delay,applications/external/wiiec/wii_ec_udraw.c,63,furi_delay_ms(100);
blocking_notification,applications/external/wire_tester/wire_tester.c,21,"notification_message_block(notifications, &sequence_set_only_green_255);"
blocking_notification,applications/external/wire_tester/wire_tester.c,31,"notification_message_block(notifications, &sequence_reset_rgb);"
unbounded_wait,applications/external/wire_tester/wire_tester.c,49,"furi_message_queue_put(event_queue, input_event, FuriWaitForever);"
blocking_notification,applications/external/wire_tester/wire_tester.c,58,"notification_message_block(notifications, &sequence_display_backlight_enforce_on);"
blocking_notification,applications/external/wire_tester/wire_tester.c,98,"notification_message_block(notifications, &sequence_display_backlight_enforce_auto);"
unbounded_wait,applications/external/xinput/app.c,573,"furi_message_queue_put(event_queue, input_event, FuriWaitForever);"
unbounded_wait,applications/external/xinput/app.c,598,"furi_check(furi_message_queue_get(event_queue, &input_event, FuriWaitForever) == FuriStatusOk);"
explicit_delay,applications/external/yappy_invaders/space.c,482,furi_delay_ms(30);
unbounded_wait,applications/external/yatzee/yatzee.c,566,"furi_message_queue_put(event_queue, input_event, FuriWaitForever);"
unbounded_wait,applications/external/zombiez/zombiez.c,75,"furi_mutex_acquire(plugin_state->mutex, FuriWaitForever);"
unbounded_wait,applications/external/zombiez/zombiez.c,195,"furi_message_queue_put(event_queue, &event, FuriWaitForever);"
timer_or_ui_cadence,applications/external/zombiez/zombiez.c,316,"furi_timer_start(timer, furi_kernel_get_tick_frequency() / 22);"
unbounded_wait,applications/external/zombiez/zombiez.c,329,"furi_mutex_acquire(plugin_state->mutex, FuriWaitForever);"
timer_or_ui_cadence,applications/main/archive/archive.c,37,"view_dispatcher_set_tick_event_callback(view_dispatcher, archive_tick_event_callback, 100);"
thread_join,applications/main/archive/archive.c,75,furi_thread_join(archive->info_thread);
thread_join,applications/main/archive/archive.c,80,furi_thread_join(archive->search_thread);
thread_join,applications/main/archive/helpers/archive_browser.c,546,furi_thread_join(archive->search_thread);
timer_or_ui_cadence,applications/main/archive/helpers/favorite_timeout.c,28,"furi_timer_start(timer, timeout * furi_kernel_get_tick_frequency());"
thread_join,applications/main/archive/scenes/archive_scene_browser.c,441,furi_thread_join(archive->search_thread);
thread_join,applications/main/archive/scenes/archive_scene_info.c,245,furi_thread_join(app->info_thread);
timer_or_ui_cadence,applications/main/archive/views/archive_browser_view.c,665,"furi_timer_start(browser->scroll_timer, SCROLL_INTERVAL);"
timer_or_ui_cadence,applications/main/bad_usb/bad_usb_app.c,215,view_dispatcher_set_tick_event_callback(
explicit_delay,applications/main/bad_usb/helpers/bad_usb_hid.c,171,furi_delay_ms(200);
explicit_delay,applications/main/bad_usb/helpers/bad_usb_hid.c,194,furi_delay_ms(200);
explicit_delay,applications/main/bad_usb/helpers/bad_usb_hid.c,308,furi_delay_ms(200);
explicit_delay,applications/main/bad_usb/helpers/bad_usb_hid.c,316,furi_delay_ms(200);
unbounded_wait,applications/main/bad_usb/helpers/ducky_script.c,478,FuriWaitForever);
unbounded_wait,applications/main/bad_usb/helpers/ducky_script.c,494,"WorkerEvtEnd | WorkerEvtStartStop | WorkerEvtDisconnect, FuriWaitForever);"
unbounded_wait,applications/main/bad_usb/helpers/ducky_script.c,522,"WorkerEvtEnd | WorkerEvtConnect | WorkerEvtStartStop, FuriWaitForever);"
unbounded_wait,applications/main/bad_usb/helpers/ducky_script.c,623,FuriWaitForever);
unbounded_wait,applications/main/bad_usb/helpers/ducky_script.c,643,FuriWaitForever);
unbounded_wait,applications/main/bad_usb/helpers/ducky_script.c,715,"bad_usb_flags_get(WorkerEvtEnd, FuriWaitForever); // Waiting for exit command"
thread_join,applications/main/bad_usb/helpers/ducky_script.c,774,furi_thread_join(bad_usb->thread);
timer_or_ui_cadence,applications/main/bad_usb/scenes/bad_usb_scene_done.c,16,"popup_set_timeout(popup, 1500);"
timer_or_ui_cadence,applications/main/gpio/gpio_app.c,43,view_dispatcher_set_tick_event_callback(
unbounded_wait,applications/main/gpio/usb_uart_bridge.c,203,"furi_thread_flags_wait(WORKER_ALL_RX_EVENTS, FuriFlagWaitAny, FuriWaitForever);"
unbounded_wait,applications/main/gpio/usb_uart_bridge.c,213,"furi_mutex_acquire(usb_uart->usb_mutex, FuriWaitForever) == FuriStatusOk);"
thread_join,applications/main/gpio/usb_uart_bridge.c,224,furi_thread_join(usb_uart->tx_thread);
thread_join,applications/main/gpio/usb_uart_bridge.c,236,furi_thread_join(usb_uart->tx_thread);
thread_join,applications/main/gpio/usb_uart_bridge.c,297,furi_thread_join(usb_uart->tx_thread);
unbounded_wait,applications/main/gpio/usb_uart_bridge.c,322,"furi_thread_flags_wait(WORKER_ALL_TX_EVENTS, FuriFlagWaitAny, FuriWaitForever);"
unbounded_wait,applications/main/gpio/usb_uart_bridge.c,326,"furi_check(furi_mutex_acquire(usb_uart->usb_mutex, FuriWaitForever) == FuriStatusOk);"
thread_join,applications/main/gpio/usb_uart_bridge.c,392,furi_thread_join(usb_uart->thread);
timer_or_ui_cadence,applications/main/ibutton/ibutton.c,95,view_dispatcher_set_tick_event_callback(
explicit_delay,applications/main/ibutton/ibutton_cli.c,206,furi_delay_ms(100);
timer_or_ui_cadence,applications/main/ibutton/scenes/ibutton_scene_delete_success.c,16,"popup_set_timeout(popup, 1500);"
timer_or_ui_cadence,applications/main/ibutton/scenes/ibutton_scene_save_success.c,16,"popup_set_timeout(popup, 1500);"
timer_or_ui_cadence,applications/main/ibutton/scenes/ibutton_scene_write_success.c,18,"popup_set_timeout(popup, 1500);"
timer_or_ui_cadence,applications/main/infrared/infrared_app.c,176,"view_dispatcher_set_tick_event_callback(view_dispatcher, infrared_tick_event_callback, 100);"
thread_join,applications/main/infrared/infrared_app.c,241,furi_thread_join(infrared->task_thread);
thread_join,applications/main/infrared/infrared_app.c,452,furi_thread_join(infrared->task_thread);
explicit_delay,applications/main/infrared/infrared_cli.c,147,furi_delay_ms(50);
timer_or_ui_cadence,applications/main/infrared/scenes/infrared_scene_edit_delete_done.c,11,"popup_set_timeout(popup, 1500);"
timer_or_ui_cadence,applications/main/infrared/scenes/infrared_scene_edit_rename_done.c,11,"popup_set_timeout(popup, 1500);"
timer_or_ui_cadence,applications/main/infrared/scenes/infrared_scene_learn_done.c,17,"popup_set_timeout(popup, 1500);"
explicit_delay,applications/main/lfrfid/lfrfid_cli.c,250,furi_delay_ms(100);
explicit_delay,applications/main/lfrfid/scenes/lfrfid_scene_clear_t5577.c,31,furi_delay_ms(8);
explicit_delay,applications/main/lfrfid/scenes/lfrfid_scene_clear_t5577.c,39,furi_delay_ms(8);
timer_or_ui_cadence,applications/main/lfrfid/scenes/lfrfid_scene_clear_t5577.c,57,"popup_set_timeout(popup, 1500);"
blocking_notification,applications/main/lfrfid/scenes/lfrfid_scene_clear_t5577.c,61,"notification_message_block(app->notifications, &sequence_set_green_255);"
blocking_notification,applications/main/lfrfid/scenes/lfrfid_scene_clear_t5577.c,81,"notification_message_block(app->notifications, &sequence_reset_green);"
timer_or_ui_cadence,applications/main/lfrfid/scenes/lfrfid_scene_delete_success.c,11,"popup_set_timeout(popup, 1500);"
timer_or_ui_cadence,applications/main/lfrfid/scenes/lfrfid_scene_emulate.c,37,furi_timer_start(
timer_or_ui_cadence,applications/main/lfrfid/scenes/lfrfid_scene_raw_read.c,61,"furi_timer_start(state->timer, RAW_READ_TIME_MS);"
timer_or_ui_cadence,applications/main/lfrfid/scenes/lfrfid_scene_raw_read.c,116,"furi_timer_start(state->timer, RAW_READ_TIME_MS);"
blocking_notification,applications/main/lfrfid/scenes/lfrfid_scene_read_success.c,50,"notification_message_block(app->notifications, &sequence_set_green_255);"
blocking_notification,applications/main/lfrfid/scenes/lfrfid_scene_read_success.c,78,"notification_message_block(app->notifications, &sequence_reset_green);"
